名称,面积,朝向,户型,位置,楼层,是否有电梯,建成时间, 门锁,绿化
自如友家·国粹香舍·4居室-05卧,14.06㎡,朝南,4室1厅,"
小区距6号线唐家墩站步行约127米
 ",8/15,有,2005年建成,智能门锁,35%
自如友家·地铁时代常青城·4居室-01卧,19㎡,朝南,4室1厅,"
小区距2号线常青城站步行约839米
 ",3/12,有,2017年建成,智能门锁,30%
自如友家·世纪江尚·4居室-01卧,19.7㎡,朝南,4室1厅,"
小区距2号线江汉路站步行约822米
 ",11/24,有,2016年建成,智能门锁,25%
自如友家·保利华都·3居室-03卧,14.5㎡,朝南,3室1厅,"
小区距2号线杨家湾站步行约854米
 ",27/34,有,2012年建成,智能门锁,30%
自如友家·琨瑜府一期·4居室-01卧,13㎡,朝南,4室2厅,"
小区距2号线华中科技大学站步行约765米
 ",8/58,有,2019年建成,智能门锁,30%
自如友家·琨瑜府三期·4居室-01卧,13㎡,朝南,4室1厅,"
小区距2号线华中科技大学站步行约818米
 ",47/57,有,2022年建成,智能门锁,30%
自如友家·琨瑜府一期·4居室-01卧,13㎡,朝南,4室1厅,"
小区距2号线华中科技大学站步行约765米
 ",6/58,有,2019年建成,智能门锁,30%
自如友家·琨瑜府一期·4居室-05卧,14.32㎡,朝南,4室2厅,"
小区距2号线华中科技大学站步行约765米
 ",8/58,有,2019年建成,智能门锁,30%
自如友家·紫澄花园·4居室-02卧,16㎡,朝北,4室1厅,"
小区距3号线后湖大道站步行约531米
 ",14/32,有,2014年建成,智能门锁,30%
自如友家·世纪江尚·5居室-06卧,18.8㎡,朝南,5室1厅,"
小区距2号线江汉路站步行约656米
 ",25/57,有,2016年建成,智能门锁,25%
自如友家·安顺星苑·4居室-01卧,16.7㎡,朝南,4室1厅,"
小区距4号线楚河汉街站步行约408米
 ",4/12,有,2003年建成,智能门锁,35%
自如友家·学府鑫苑·4居室-05卧,21㎡,朝东,4室1厅,"
小区距2号线街道口站步行约606米
 ",26/31,有,2017年建成,智能门锁,30%
自如友家·百步亭长青壹号·3居室-03卧,13.2㎡,朝南,3室1厅,"
小区距2号线常青花园站步行约549米
 ",25/32,有,2019年建成,智能门锁,30%
自如友家·融科天城一期·4居室-05卧,14.78㎡,朝南,4室1厅,"
小区距1号线三阳路站步行约425米
 ",24/33,有,2008年建成,智能门锁,40%
自如友家·翰林尚苑·4居室-05卧,15.2㎡,朝南,4室1厅,"
小区距7号线新路村站步行约770米
 ",23/33,有,2020年建成,智能门锁,30%
自如友家·时代新世界·5居室-01卧,14㎡,朝南,5室1厅,"
小区距3号线双墩站步行约531米
 ",3/46,有,2018年建成,智能门锁,33%
自如友家·保利心语七期·4居室-05卧,15.7㎡,朝南,4室1厅,"
小区距8号线省农科院站步行约403米
 ",19/24,有,2013年建成,智能门锁,35%
自如友家·金地自在城·3居室-03卧,16.1㎡,朝南,3室1厅,"
小区距4号线园林路站步行约692米
 ",28/31,有,2020年建成,智能门锁,31%
自如友家·统建天成美景·4居室-01卧,13.5㎡,朝南,4室1厅,"
小区距2号线武汉东站站步行约490米
 ",22/33,有,2017年建成,智能门锁,35%
自如友家·国创光谷上城·4居室-01卧,15.9㎡,朝南,4室1厅,"
小区距11号线湖口站步行约484米
 ",12/33,有,2016年建成,智能门锁,35%
自如友家·洺悦府·5居室-06卧,19.4㎡,朝南,5室1厅,"
小区距1号线汉西一路站步行约898米
 ",3/17,有,2019年建成,智能门锁,30%
自如友家·绿地国际金融城一期·4居室-01卧,15㎡,朝南,4室1厅,"
小区距5号线三角路站步行约246米
 ",5/48,有,2013年建成,智能门锁,30%
自如友家·东辉花园·4居室-01卧,17.3㎡,朝南,4室1厅,"
小区距1号线硚口路站步行约388米
 ",10/11,有,2004年建成,智能门锁,37%
自如友家·惠东花园·6居室-05卧,15.4㎡,朝北,6室1厅,"
小区距3号线香港路站步行约70米
 ",6/7,无,2000年建成,智能门锁,暂无数据
自如友家·融创融公馆二期·4居室-01卧,14.5㎡,朝南,4室1厅,"
小区距6号线杨汊湖站步行约368米
 ",4/34,有,2020年建成,智能门锁,30%
自如友家·中心嘉园·4居室-05卧,13㎡,朝东,4室1厅,"
小区距1号线利济北路站步行约86米
 ",19/30,有,2009年建成,智能门锁,35%
自如友家·安顺星苑·5居室-06卧,24.6㎡,朝北,5室1厅,"
小区距4号线楚河汉街站步行约493米
 ",5/12,有,2003年建成,智能门锁,35%
自如友家·十里华府·4居室-01卧,12.7㎡,朝南,4室1厅,"
小区距4号线十里铺站步行约265米
 ",4/18,有,2009年建成,智能门锁,40%
自如友家·碧桂园云玺·4居室-01卧,14.9㎡,朝南,4室1厅,"
小区距11号线光谷六路站步行约454米
 ",23/30,有,2021年建成,智能门锁,30%
自如友家·汇悦天地二期·5居室-06卧,17㎡,朝南,5室1厅,"
小区距8号线塔子湖站步行约945米
 ",13/34,有,2018年建成,智能门锁,35%
自如友家·阳光城十里新城·5居室-06卧,16.8㎡,朝东,5室1厅,"
小区距3号线王家湾站步行约546米
 ",30/32,有,2015年建成,智能门锁,35%
自如友家·统建新干线·4居室-01卧,15㎡,朝南,4室1厅,"
小区距1号线堤角站步行约389米
 ",14/33,有,2015年建成,智能门锁,35%
自如友家·尚隆地球村·3居室-03卧,19.1㎡,朝东,3室1厅,"
小区距2号线积玉桥站步行约437米
 ",2/7,无,2002年建成,智能门锁,41%
自如友家·世茂锦绣长江五期·4居室-05卧,18.4㎡,朝南,4室1厅,"
小区距6号线马鹦路站步行约841米
 ",43/55,有,2016年建成,智能门锁,40%
自如友家·东湖景园B区·5居室-06卧,18.9㎡,朝南,5室1厅,"
小区距4号线铁机路站步行约651米
 ",13/33,有,2010年建成,智能门锁,40%
自如友家·五里汉城·4居室-05卧,17.2㎡,朝南,4室1厅,"
小区距4号线汉阳火车站站步行约579米
 ",2/11,有,2005年建成,智能门锁,32%
自如友家·伟鹏苑·6居室-01卧,16.49㎡,朝南,6室1厅,"
小区距4号线青鱼嘴站步行约842米
 ",4/13,有,2001年建成,智能门锁,47%
自如友家·金地自在城·4居室-05卧,14.5㎡,朝南,4室1厅,"
小区距4号线仁和路站步行约564米
 ",19/27,有,2020年建成,智能门锁,31%
自如友家·纽宾凯公园里·4居室-01卧,13.2㎡,朝南,4室1厅,"
小区距4号线十里铺站步行约103米
 ",12/46,有,2020年建成,智能门锁,18%
自如友家·安顺星苑·4居室-01卧,17㎡,朝南,4室1厅,"
小区距4号线楚河汉街站步行约493米
 ",6/12,有,2003年建成,智能门锁,35%
自如友家·电建地产盛世江城·4居室-01卧,14.3㎡,朝南,4室1厅,"
小区距2号线长港路站步行约658米
 ",20/47,有,2016年建成,智能门锁,35%
自如友家·琨瑜府一期·4居室-05卧,13.8㎡,朝南,4室1厅,"
小区距2号线华中科技大学站步行约765米
 ",6/58,有,2019年建成,智能门锁,30%
自如友家·琨瑜府三期·4居室-05卧,14㎡,朝南,4室1厅,"
小区距2号线华中科技大学站步行约582米
 ",57/58,有,2022年建成,智能门锁,30%
自如友家·琨瑜府三期·4居室-05卧,14㎡,朝南,4室1厅,"
小区距2号线华中科技大学站步行约582米
 ",17/58,有,2022年建成,智能门锁,30%
自如友家·千禧城·4居室-01卧,13.8㎡,朝南,4室1厅,"
小区距1号线古田三路站步行约612米
 ",12/46,有,2019年建成,智能门锁,55%
自如友家·王家湾中央生活区·5居室-01卧,18㎡,朝南,5室1厅,"
小区距3号线王家湾站步行约683米
 ",9/33,有,2016年建成,智能门锁,40%
自如友家·华乐花园·4居室-05卧,19.7㎡,朝北,4室1厅,"
小区距2号线光谷大道站步行约256米
 ",3/11,有,2006年建成,智能门锁,38%
自如友家·碧桂园云境·4居室-05卧,15.6㎡,朝南,4室1厅,"
小区距11号线光谷生物园站步行约1360米
 ",18/34,有,2021年建成,智能门锁,40%
自如友家·地铁时代常青城·4居室-01卧,15.6㎡,朝南,4室1厅,"
小区距2号线常青城站步行约853米
 ",7/16,有,2017年建成,智能门锁,30%
自如友家·五里汉城·5居室-01卧,20㎡,朝南,5室1厅,"
小区距4号线汉阳火车站站步行约656米
 ",3/11,有,2005年建成,智能门锁,32%
自如友家·东辉花园·4居室-05卧,20.7㎡,朝南,4室1厅,"
小区距1号线硚口路站步行约388米
 ",3/11,有,2004年建成,智能门锁,37%
自如友家·五里汉城·4居室-05卧,17.45㎡,朝南,4室1厅,"
小区距4号线汉阳火车站站步行约726米
 ",3/11,有,2005年建成,智能门锁,32%
业主直租·中海澳门佳园·2居室,72㎡,朝西,2室1厅,"
小区距1号线三阳路站步行约615米
 ",21/48,有,2020年建成,智能门锁,25%
自如友家·保利上城·4居室-05卧,12.6㎡,朝西南,4室1厅,"
小区距5号线张家湾站步行约102米
 ",5/30,有,2020年建成,智能门锁,35%
自如友家·磨山港湾·3居室-01卧,15.8㎡,朝南,3室1厅,"
小区距4号线玉龙路站步行约609米
 ",11/32,有,2017年建成,智能门锁,25%
自如友家·汇悦天地二期·4居室-05卧,18.6㎡,朝南,4室1厅,"
小区距8号线塔子湖站步行约895米
 ",27/34,有,2018年建成,智能门锁,35%
自如友家·新长江香榭东沙·6居室-01卧,16.3㎡,朝南,6室1厅,"
小区距2号线螃蟹岬站步行约479米
 ",9/22,有,2018年建成,智能门锁,35%
自如友家·城开玉桥新都·4居室-01卧,15.6㎡,朝南,4室1厅,"
小区距2号线积玉桥站步行约122米
 ",16/23,有,2006年建成,智能门锁,51%
自如友家·江山如画三期·4居室-02卧,13.6㎡,朝南,4室1厅,"
小区距6号线武胜路站步行约334米
 ",18/26,有,2015年建成,智能门锁,20%
自如友家·东湖景园B区·5居室-01卧,15.13㎡,朝南,5室1厅,"
小区距4号线铁机路站步行约651米
 ",13/33,有,2010年建成,智能门锁,40%
自如友家·五里汉城·3居室-01卧,17.3㎡,朝南,3室1厅,"
小区距4号线汉阳火车站站步行约828米
 ",1/6,无,2005年建成,智能门锁,32%
自如友家·五里汉城·4居室-01卧,17.1㎡,朝南,4室1厅,"
小区距4号线汉阳火车站站步行约579米
 ",4/11,有,2005年建成,智能门锁,32%
自如友家·楚天雅苑·3居室-01卧,13㎡,朝南,3室1厅,"
小区距5号线张家湾站步行约289米
 ",6/32,有,2021年建成,智能门锁,30%
自如友家·江南明珠园·4居室-01卧,15.2㎡,朝西南,4室1厅,"
小区距5号线三层楼站步行约352米
 ",5/11,有,2004年建成,智能门锁,49%
自如友家·铁机盛世家园·5居室-06卧,17.16㎡,朝南,5室1厅,"
小区距4号线园林路站步行约731米
 ",11/30,有,2001年建成,智能门锁,50%
自如友家·银海雅苑·3居室-01卧,12㎡,朝南,3室1厅,"
小区距2号线广埠屯站步行约522米
 ",5/33,有,2015年建成,智能门锁,35%
自如友家·博雅苑·4居室-05卧,16.63㎡,朝南,4室1厅,"
小区距7号线建安街站步行约488米
 ",5/6,无,2005年建成,智能门锁,31%
自如友家·电业新村·4居室-05卧,16㎡,朝北,4室1厅,"
小区距2号线青年路站步行约228米
 ",13/20,有,2007年建成,智能门锁,31%
自如友家·常青花园五小区·4居室-05卧,16.67㎡,朝南,4室1厅,"
小区距2号线金银潭站步行约514米
 ",9/11,有,2006年建成,智能门锁,40%
自如友家·常青花园三区·3居室-03卧,16.06㎡,朝南,3室1厅,"
小区距6号线轻工大学站步行约689米
 ",4/7,无,2001年建成,智能门锁,36%
自如友家·光谷创新天地·4居室-01卧,15㎡,朝南,4室1厅,"
小区距11号线光谷六路站步行约1079米
 ",6/17,有,2021年建成,智能门锁,35%
自如友家·城市之光·4居室-05卧,16.1㎡,朝南,4室1厅,"
小区距2号线黄龙山路站步行约1012米
 ",2/6,无,2014年建成,智能门锁,38%
自如友家·育才嘉苑·4居室-01卧,16.9㎡,朝南,4室1厅,"
小区距7号线武昌火车站站步行约468米
 ",5/9,无,2006年建成,智能门锁,36%
自如友家·同成广场·3居室-01卧,13.57㎡,朝北,3室1厅,"
小区距2号线王家墩东站步行约329米
 ",17/31,有,2000年建成,智能门锁,32%
自如友家·二七国际·3居室-01卧,14.2㎡,朝南,3室1厅,"
小区距3号线二七小路站步行约279米
 ",13/46,有,2017年建成,智能门锁,28%
自如友家·南国中心·4居室-05卧,14.2㎡,朝南,4室1厅,"
小区距2号线循礼门站步行约568米
 ",10/47,有,2016年建成,智能门锁,24%
自如友家·磨山港湾·5居室-01卧,14.2㎡,朝南,5室1厅,"
小区距4号线玉龙路站步行约596米
 ",20/45,有,2017年建成,智能门锁,25%
自如友家·紫澄花园·4居室-01卧,16.5㎡,朝南,4室1厅,"
小区距3号线后湖大道站步行约531米
 ",25/32,有,2014年建成,智能门锁,30%
自如友家·融创融公馆·5居室-01卧,14.92㎡,朝南,5室1厅,"
小区距6号线杨汊湖站步行约473米
 ",2/18,有,2018年建成,智能门锁,35%
自如友家·保利心语二期·4居室-01卧,17.6㎡,朝南,4室1厅,"
小区距8号线马湖站步行约547米
 ",3/18,有,2007年建成,智能门锁,35%
自如友家·中建东湖锦城·4居室-05卧,14.5㎡,朝南,4室1厅,"
小区距2号线黄龙山路站步行约637米
 ",25/33,有,2018年建成,智能门锁,30%
自如友家·珞珈雅苑·4居室-05卧,16.2㎡,朝南,4室1厅,"
小区距8号线文昌路站步行约585米
 ",7/30,有,2015年建成,智能门锁,39%
自如友家·新澳蓝草坪·4居室-02卧,14.8㎡,朝南,4室1厅,"
小区距3号线龙阳村站步行约475米
 ",3/11,有,2008年建成,智能门锁,36%
自如友家·帝斯曼国际中心·5居室-06卧,21.7㎡,朝北,5室1厅,"
小区距2号线中南路站步行约473米
 ",27/43,有,2016年建成,智能门锁,35%
自如友家·常青花园五小区·3居室-03卧,14.8㎡,朝南,3室1厅,"
小区距2号线金银潭站步行约390米
 ",3/11,有,2006年建成,智能门锁,40%
自如友家·汉口春天·4居室-05卧,16.6㎡,朝东,4室1厅,"
小区距1号线古田三路站步行约494米
 ",6/6,无,2007年建成,智能门锁,40%
自如友家·常青花园五小区·3居室-01卧,15.8㎡,朝西南,3室1厅,"
小区距2号线金银潭站步行约469米
 ",8/9,有,2006年建成,智能门锁,40%
自如友家·电建地产盛世江城·4居室-01卧,14.66㎡,朝南,4室1厅,"
小区距2号线长港路站步行约658米
 ",8/47,有,2016年建成,智能门锁,35%
自如友家·复地东湖国际一期·5居室-01卧,18.5㎡,朝南,5室1厅,"
小区距8号线中南医院站步行约769米
 ",3/31,有,2010年建成,智能门锁,35%
自如友家·滨湖名都城·4居室-05卧,16.9㎡,朝南,4室1厅,"
小区距2号线宝通寺站步行约837米
 ",2/11,有,2005年建成,智能门锁,35%
自如友家·常青花园十一小区·4居室-01卧,17㎡,朝北,4室1厅,"
小区距2号线常青花园站步行约296米
 ",3/7,无,2008年建成,智能门锁,36%
自如友家·新世纪都市花园梅园·4居室-05卧,18.7㎡,朝南,4室1厅,"
小区距2号线范湖站步行约646米
 ",6/7,无,2003年建成,智能门锁,44%
自如友家·复地东湖国际七期·5居室-02卧,15.51㎡,朝南,5室1厅,"
小区距8号线中南医院站步行约221米
 ",31/32,有,2017年建成,智能门锁,35%
自如友家·学府鑫苑·3居室-01卧,17.8㎡,朝西,3室1厅,"
小区距2号线街道口站步行约606米
 ",25/31,有,2017年建成,智能门锁,30%
自如友家·东湖景园B区·4居室-01卧,16.73㎡,朝南,4室1厅,"
小区距4号线铁机路站步行约790米
 ",3/32,有,2010年建成,智能门锁,40%
自如友家·东立国际·4居室-05卧,15.1㎡,朝南,4室1厅,"
小区距1号线二七路站步行约693米
 ",11/19,有,2007年建成,智能门锁,40%
自如友家·尚文创业城·4居室-01卧,16.5㎡,朝南,4室1厅,"
小区距2号线杨家湾站步行约423米
 ",5/7,有,2002年建成,智能门锁,38%
自如友家·世纪江尚·5居室-01卧,18.34㎡,朝东,5室1厅,"
小区距2号线江汉路站步行约562米
 ",31/57,有,2016年建成,智能门锁,25%
自如友家·新地盛世东方·4居室-01卧,14.8㎡,朝南,4室1厅,"
小区距3号线兴业路站步行约271米
 ",7/26,有,2013年建成,智能门锁,35%
自如友家·国际百纳·4居室-05卧,13.5㎡,朝北,4室1厅,"
小区距8号线中一路站步行约176米
 ",13/46,有,2015年建成,智能门锁,35%
自如友家·世纪江尚·5居室-01卧,15.7㎡,朝东,5室1厅,"
小区距2号线江汉路站步行约562米
 ",3/57,有,2016年建成,智能门锁,25%
自如友家·联投驿园·4居室-01卧,13.3㎡,朝南,4室1厅,"
小区距11号线光谷六路站步行约161米
 ",29/33,有,2020年建成,智能门锁,45%
自如友家·汉江湾壹号·4居室-05卧,14.6㎡,朝南,4室1厅,"
小区距1号线古田一路站步行约207米
 ",11/42,有,2017年建成,智能门锁,25%
业主直租·时代花园西区·2居室,68.78㎡,朝南,2室1厅,"
小区距2号线宝通寺站步行约603米
 ",33/34,有,2018年建成,智能门锁,30%
自如友家·琨瑜府三期·4居室-05卧,13.8㎡,朝南,4室1厅,"
小区距2号线华中科技大学站步行约582米
 ",26/58,有,2022年建成,智能门锁,30%
自如友家·磨山港湾·4居室-05卧,16㎡,朝南,4室1厅,"
小区距4号线玉龙路站步行约596米
 ",42/45,有,2017年建成,智能门锁,25%
自如友家·碧桂园云境·4居室-05卧,15.6㎡,朝南,4室1厅,"
小区距11号线光谷生物园站步行约1397米
 ",18/26,有,2021年建成,智能门锁,40%
